pollster,pollster_score,sample_size,candidate_name,candidate_support
Selzer,-1.2,632,Chase Oliver,2
Embold Research,0.6,1450,Joe Biden,40
Embold Research,0.6,1450,Donald Trump,33
Embold Research,0.6,1450,Robert F. Kennedy,12
Morning Consult,-0.3,4000,Joe Biden,44
Morning Consult,-0.3,4000,Donald Trump,43
Public Opinion Strategies,0.3,500,Joe Biden,37
Public Opinion Strategies,0.3,500,Donald Trump,57
Ipsos,-0.9,930,Joe Biden,39
Ipsos,-0.9,930,Donald Trump,41
Ipsos,-0.9,1119,Joe Biden,34
Ipsos,-0.9,1119,Donald Trump,36
Ipsos,-0.9,1119,Joe Biden,32
Ipsos,-0.9,1119,Donald Trump,33
Ipsos,-0.9,1119,Robert F. Kennedy,10
Ipsos,-0.9,930,Joe Biden,37
Ipsos,-0.9,930,Donald Trump,38
Ipsos,-0.9,930,Robert F. Kennedy,10
co/efficient,0.3,851,Joe Biden,41
co/efficient,0.3,851,Donald Trump,41
co/efficient,0.3,851,Robert F. Kennedy,7
Redfield & Wilton Strategies,0.4,1141,Joe Biden,41
Redfield & Wilton Strategies,0.4,1141,Donald Trump,40
Redfield & Wilton Strategies,0.4,1141,Robert F. Kennedy,7
Echelon Insights,-0.8,1013,Joe Biden,48
Echelon Insights,-0.8,1013,Donald Trump,47
Echelon Insights,-0.8,1013,Joe Biden,42
Echelon Insights,-0.8,1013,Donald Trump,43
Echelon Insights,-0.8,1013,Robert F. Kennedy,7
Echelon Insights,-0.8,1013,Jill Stein,2
Echelon Insights,-0.8,1013,Cornel West,2
Morning Consult,-0.3,4000,Joe Biden,43
Morning Consult,-0.3,4000,Donald Trump,44
Marist,-0.9,1184,Joe Biden,49
Marist,-0.9,1184,Donald Trump,49
Marist,-0.9,1184,Joe Biden,41
Marist,-0.9,1184,Donald Trump,42
Marist,-0.9,1184,Robert F. Kennedy,11
Marist,-0.9,1184,Cornel West,3
Marist,-0.9,1184,Jill Stein,1
Marist,-0.9,1184,Chase Oliver,1
YouGov,-1.1,1399,Joe Biden,40
YouGov,-1.1,1399,Donald Trump,42
YouGov,-1.1,1399,Robert F. Kennedy,3
YouGov,-1.1,1399,Cornel West,1
YouGov,-1.1,1399,Jill Stein,1
McLaughlin,1.6,600,Joe Biden,37
McLaughlin,1.6,600,Donald Trump,41
McLaughlin,1.6,600,Robert F. Kennedy,7
McLaughlin,1.6,600,Cornel West,2
McLaughlin,1.6,600,Jill Stein,2
McLaughlin,1.6,600,Chase Oliver,0.6
McLaughlin,1.6,600,Joe Biden,39
McLaughlin,1.6,600,Donald Trump,44
McLaughlin,1.6,600,Jill Stein,5
McLaughlin,1.6,600,Chase Oliver,1
McLaughlin,1.6,600,Joe Biden,45
McLaughlin,1.6,600,Donald Trump,47
Morning Consult,-0.3,4000,Joe Biden,43
Morning Consult,-0.3,4000,Donald Trump,44
Civiqs,-0.2,1140,Joe Biden,45
Civiqs,-0.2,1140,Donald Trump,45
Redfield & Wilton Strategies,0.4,430,Joe Biden,38
Redfield & Wilton Strategies,0.4,430,Donald Trump,40
Redfield & Wilton Strategies,0.4,430,Robert F. Kennedy,6
Redfield & Wilton Strategies,0.4,430,Chase Oliver,0
Redfield & Wilton Strategies,0.4,430,Jill Stein,1
Redfield & Wilton Strategies,0.4,432,Joe Biden,37
Redfield & Wilton Strategies,0.4,432,Donald Trump,43
Redfield & Wilton Strategies,0.4,432,Robert F. Kennedy,7
Redfield & Wilton Strategies,0.4,432,Chase Oliver,1
Redfield & Wilton Strategies,0.4,432,Jill Stein,1
Redfield & Wilton Strategies,0.4,471,Joe Biden,39
Redfield & Wilton Strategies,0.4,471,Donald Trump,44
Redfield & Wilton Strategies,0.4,471,Robert F. Kennedy,6
Redfield & Wilton Strategies,0.4,471,Chase Oliver,0
Redfield & Wilton Strategies,0.4,471,Jill Stein,0
Redfield & Wilton Strategies,0.4,594,Joe Biden,36
Redfield & Wilton Strategies,0.4,594,Donald Trump,37
Redfield & Wilton Strategies,0.4,594,Robert F. Kennedy,8
Redfield & Wilton Strategies,0.4,594,Chase Oliver,1
Redfield & Wilton Strategies,0.4,594,Jill Stein,1
Redfield & Wilton Strategies,0.4,534,Joe Biden,40
Redfield & Wilton Strategies,0.4,534,Donald Trump,43
Redfield & Wilton Strategies,0.4,534,Robert F. Kennedy,7
Redfield & Wilton Strategies,0.4,534,Chase Oliver,0
Redfield & Wilton Strategies,0.4,534,Jill Stein,1
Redfield & Wilton Strategies,0.4,456,Joe Biden,42
Redfield & Wilton Strategies,0.4,456,Donald Trump,44
Redfield & Wilton Strategies,0.4,456,Robert F. Kennedy,5
Redfield & Wilton Strategies,0.4,456,Chase Oliver,0
Redfield & Wilton Strategies,0.4,456,Jill Stein,1
Spry Strategies,0.2,600,Joe Biden,44
Spry Strategies,0.2,600,Donald Trump,48
Spry Strategies,0.2,600,Joe Biden,37
Spry Strategies,0.2,600,Donald Trump,45
Spry Strategies,0.2,600,Robert F. Kennedy,8
Morning Consult,-0.3,4000,Joe Biden,43
Morning Consult,-0.3,4000,Donald Trump,44
SSRS,-0.2,1031,Joe Biden,30
SSRS,-0.2,1031,Donald Trump,33
SSRS,-0.2,1031,Robert F. Kennedy,10
J.L. Partners,0.2,500,Joe Biden,44
J.L. Partners,0.2,500,Donald Trump,44
J.L. Partners,0.2,500,Robert F. Kennedy,5
J.L. Partners,0.2,500,Cornel West,0
J.L. Partners,0.2,500,Jill Stein,0
Morning Consult,-0.3,10260,Joe Biden,44
Morning Consult,-0.3,10260,Donald Trump,43
Big Village,1.7,2026,Joe Biden,33.7
Big Village,1.7,2026,Donald Trump,36.4
Big Village,1.7,2026,Robert F. Kennedy,9.7
Big Village,1.7,2026,Cornel West,1.5
Big Village,1.7,1625,Joe Biden,38.7
Big Village,1.7,1625,Donald Trump,40.3
Big Village,1.7,1625,Robert F. Kennedy,8.3
Big Village,1.7,1625,Cornel West,1.5
Big Village,1.7,1423,Joe Biden,42.5
Big Village,1.7,1423,Donald Trump,42.2
Big Village,1.7,1423,Robert F. Kennedy,7.4
Big Village,1.7,1423,Cornel West,1.4
The Tyson Group,0.1,1050,Joe Biden,36
The Tyson Group,0.1,1050,Donald Trump,46
YouGov,-1.1,1200,Joe Biden,34
YouGov,-1.1,1200,Donald Trump,43
YouGov,-1.1,1200,Robert F. Kennedy,8
YouGov,-1.1,1200,Jill Stein,2
YouGov,-1.1,1200,Cornel West,2
YouGov,-1.1,1200,Chase Oliver,0
YouGov,-1.1,1200,Joe Biden,39
YouGov,-1.1,1200,Donald Trump,46
Morning Consult,-0.3,4000,Joe Biden,44
Morning Consult,-0.3,4000,Donald Trump,44
YouGov,-1.1,1359,Joe Biden,49
YouGov,-1.1,1359,Donald Trump,50
Morning Consult,-0.3,4000,Joe Biden,43
Morning Consult,-0.3,4000,Donald Trump,44
HarrisX,-0.1,857,Joe Biden,25
HarrisX,-0.1,857,Donald Trump,57
HarrisX,-0.1,857,Joe Biden,20
HarrisX,-0.1,857,Donald Trump,49
HarrisX,-0.1,857,Robert F. Kennedy,20
Morning Consult,-0.3,4000,Joe Biden,43
Morning Consult,-0.3,4000,Donald Trump,44
Cygnal,-1.1,1500,Joe Biden,44.5
Cygnal,-1.1,1500,Donald Trump,46.5
Cygnal,-1.1,1500,Joe Biden,38.4
Cygnal,-1.1,1500,Donald Trump,41.2
Cygnal,-1.1,1500,Robert F. Kennedy,8.4
Cygnal,-1.1,1500,Jill Stein,1.8
Cygnal,-1.1,1500,Cornel West,2.3
YouGov,-1.1,1239,Joe Biden,46
YouGov,-1.1,1239,Donald Trump,44
YouGov,-1.1,1239,Joe Biden,42
YouGov,-1.1,1239,Donald Trump,43
Marist,-0.9,1137,Joe Biden,41
Marist,-0.9,1137,Donald Trump,48
Marist,-0.9,1137,Robert F. Kennedy,5
Marist,-0.9,1137,Cornel West,0
Marist,-0.9,1137,Jill Stein,1
Marist,-0.9,1137,Chase Oliver,1
Marist,-0.9,1181,Joe Biden,45
Marist,-0.9,1181,Donald Trump,47
Marist,-0.9,1181,Robert F. Kennedy,3
Marist,-0.9,1181,Cornel West,1
Marist,-0.9,1181,Jill Stein,1
Marist,-0.9,1181,Chase Oliver,0
RMG Research,-0.4,3000,Joe Biden,42
RMG Research,-0.4,3000,Donald Trump,43
Emerson,-1.1,1000,Joe Biden,50.2
Emerson,-1.1,1000,Donald Trump,49.8
Emerson,-1.1,1000,Joe Biden,38.4
Emerson,-1.1,1000,Donald Trump,44.4
Emerson,-1.1,1000,Robert F. Kennedy,5.9
Emerson,-1.1,1000,Cornel West,1
Emerson,-1.1,1000,Jill Stein,1.2
Mason-Dixon,-1.1,800,Joe Biden,44.5
Mason-Dixon,-1.1,800,Donald Trump,40.6
Mason-Dixon,-1.1,800,Robert F. Kennedy,6.4
Morning Consult,-0.3,4000,Joe Biden,43
Morning Consult,-0.3,4000,Donald Trump,44
Fabrizio,-0.1,500,Joe Biden,36
Fabrizio,-0.1,500,Donald Trump,54
Global Strategy Group,-0.5,600,Joe Biden,34
Global Strategy Group,-0.5,600,Donald Trump,42
Kaplan Strategies,-0.9,464,Joe Biden,28
Kaplan Strategies,-0.9,464,Donald Trump,55
Kaplan Strategies,-0.9,464,Jill Stein,2
YouGov,-1.1,1566,Joe Biden,42
YouGov,-1.1,1566,Donald Trump,42
YouGov,-1.1,1566,Robert F. Kennedy,3
YouGov,-1.1,1566,Cornel West,1
YouGov,-1.1,1566,Jill Stein,1
Morning Consult,-0.3,4000,Joe Biden,43
Morning Consult,-0.3,4000,Donald Trump,44
Fabrizio/Impact,-0.3,600,Joe Biden,37
Fabrizio/Impact,-0.3,600,Donald Trump,45
Fabrizio/Impact,-0.3,600,Robert F. Kennedy,11
Fabrizio/Impact,-0.3,600,Jill Stein,3
Fabrizio/Impact,-0.3,600,Chase Oliver,0
Fabrizio/Impact,-0.3,600,Joe Biden,44
Fabrizio/Impact,-0.3,600,Donald Trump,50
Mitchell,-0.2,710,Joe Biden,47.6
Mitchell,-0.2,710,Donald Trump,48.2
Mitchell,-0.2,710,Joe Biden,45.1
Mitchell,-0.2,710,Donald Trump,46.3
Mitchell,-0.2,710,Robert F. Kennedy,3.3
Mitchell,-0.2,710,Jill Stein,0.5
Mitchell,-0.2,710,Cornel West,1.1
Beacon/Shaw,-1.1,1107,Joe Biden,48
Beacon/Shaw,-1.1,1107,Donald Trump,48
Beacon/Shaw,-1.1,1107,Joe Biden,42
Beacon/Shaw,-1.1,1107,Donald Trump,41
Beacon/Shaw,-1.1,1107,Robert F. Kennedy,9
Beacon/Shaw,-1.1,1107,Cornel West,2
Beacon/Shaw,-1.1,1107,Jill Stein,2
Beacon/Shaw,-1.1,1075,Joe Biden,46
Beacon/Shaw,-1.1,1075,Donald Trump,50
Beacon/Shaw,-1.1,1075,Joe Biden,40
Beacon/Shaw,-1.1,1075,Donald Trump,47
Beacon/Shaw,-1.1,1075,Robert F. Kennedy,7
Beacon/Shaw,-1.1,1075,Cornel West,2
Beacon/Shaw,-1.1,1075,Jill Stein,1
Beacon/Shaw,-1.1,1069,Joe Biden,45
Beacon/Shaw,-1.1,1069,Donald Trump,50
Beacon/Shaw,-1.1,1069,Joe Biden,40
Beacon/Shaw,-1.1,1069,Donald Trump,45
Beacon/Shaw,-1.1,1069,Robert F. Kennedy,7
Beacon/Shaw,-1.1,1069,Cornel West,2
Beacon/Shaw,-1.1,1069,Jill Stein,2
Beacon/Shaw,-1.1,1095,Joe Biden,46
Beacon/Shaw,-1.1,1095,Donald Trump,51
Beacon/Shaw,-1.1,1095,Joe Biden,41
Beacon/Shaw,-1.1,1095,Donald Trump,46
Beacon/Shaw,-1.1,1095,Robert F. Kennedy,8
Beacon/Shaw,-1.1,1095,Cornel West,1
Beacon/Shaw,-1.1,1095,Jill Stein,1
Morning Consult,-0.3,4000,Joe Biden,43
Morning Consult,-0.3,4000,Donald Trump,44
East Carolina University,-0.5,1332,Joe Biden,43
East Carolina University,-0.5,1332,Donald Trump,48
Quinnipiac,-0.5,1203,Joe Biden,44
Quinnipiac,-0.5,1203,Donald Trump,49
Quinnipiac,-0.5,1203,Joe Biden,37
Quinnipiac,-0.5,1203,Donald Trump,43
Quinnipiac,-0.5,1203,Robert F. Kennedy,8
Quinnipiac,-0.5,1203,Cornel West,3
Quinnipiac,-0.5,1203,Jill Stein,2
Quinnipiac,-0.5,1203,Chase Oliver,3
Navigator,0.3,812,Joe Biden,45
Navigator,0.3,812,Donald Trump,40
Navigator,0.3,812,Robert F. Kennedy,8
Navigator,0.3,812,Jill Stein,1
Navigator,0.3,812,Cornel West,2
Navigator,0.3,812,Joe Biden,48
Navigator,0.3,812,Donald Trump,44
Morning Consult,-0.3,10404,Joe Biden,43
Morning Consult,-0.3,10404,Donald Trump,44
North Star Opinion Research,0.3,600,Joe Biden,41
North Star Opinion Research,0.3,600,Donald Trump,49
North Star Opinion Research,0.3,600,Joe Biden,32
North Star Opinion Research,0.3,600,Donald Trump,44
North Star Opinion Research,0.3,600,Robert F. Kennedy,9
North Star Opinion Research,0.3,600,Jill Stein,2
North Star Opinion Research,0.3,600,Cornel West,3
PPIC,-0.4,1098,Joe Biden,55
PPIC,-0.4,1098,Donald Trump,31
Morning Consult,-0.3,4000,Joe Biden,43
Morning Consult,-0.3,4000,Donald Trump,44
Morning Consult,-0.3,2200,Joe Biden,45
Morning Consult,-0.3,2200,Donald Trump,44
Ipsos,-0.9,2135,Joe Biden,41
Ipsos,-0.9,2135,Donald Trump,39
Ipsos,-0.9,2556,Joe Biden,36
Ipsos,-0.9,2556,Donald Trump,36
Ipsos,-0.9,2135,Joe Biden,39
Ipsos,-0.9,2135,Donald Trump,37
Ipsos,-0.9,2135,Robert F. Kennedy,10
Ipsos,-0.9,2556,Joe Biden,34
Ipsos,-0.9,2556,Donald Trump,33
Ipsos,-0.9,2556,Robert F. Kennedy,10
HarrisX,-0.1,1006,Joe Biden,49
HarrisX,-0.1,1006,Donald Trump,51
HarrisX,-0.1,1006,Joe Biden,41
HarrisX,-0.1,1006,Donald Trump,43
HarrisX,-0.1,1006,Robert F. Kennedy,13
HarrisX,-0.1,1006,Cornel West,2
HarrisX,-0.1,1006,Jill Stein,2
SurveyMonkey,0.2,5893,Joe Biden,30
SurveyMonkey,0.2,5893,Donald Trump,34
TIPP,-0.4,1675,Joe Biden,41
TIPP,-0.4,1675,Donald Trump,41
TIPP,-0.4,1675,Joe Biden,38
TIPP,-0.4,1675,Donald Trump,38
TIPP,-0.4,1675,Robert F. Kennedy,10
TIPP,-0.4,1675,Cornel West,1
TIPP,-0.4,1675,Jill Stein,2
Morning Consult,-0.3,4000,Joe Biden,43
Morning Consult,-0.3,4000,Donald Trump,45
Morning Consult,-0.3,4000,Joe Biden,43
Morning Consult,-0.3,4000,Donald Trump,45
UMass Amherst/YouGov,-0.4,700,Joe Biden,48
UMass Amherst/YouGov,-0.4,700,Donald Trump,27
UMass Amherst/YouGov,-0.4,700,Robert F. Kennedy,9
Emerson,-1.1,1000,Joe Biden,44.1
Emerson,-1.1,1000,Donald Trump,37.6
Emerson,-1.1,1000,Robert F. Kennedy,5.7
Emerson,-1.1,1000,Cornel West,1.5
Emerson,-1.1,1000,Jill Stein,0.7
Emerson,-1.1,1000,Joe Biden,55.2
Emerson,-1.1,1000,Donald Trump,44.8
Morning Consult,-0.3,3996,Joe Biden,45
Morning Consult,-0.3,3996,Donald Trump,45
Morning Consult,-0.3,4000,Joe Biden,42
Morning Consult,-0.3,4000,Donald Trump,44
Morning Consult,-0.3,10721,Joe Biden,42
Morning Consult,-0.3,10721,Donald Trump,44
YouGov,-1.1,1547,Joe Biden,40
YouGov,-1.1,1547,Donald Trump,41
YouGov,-1.1,1547,Robert F. Kennedy,4
YouGov,-1.1,1547,Cornel West,1
YouGov,-1.1,1547,Jill Stein,1
Morning Consult,-0.3,4000,Joe Biden,43
Morning Consult,-0.3,4000,Donald Trump,44
Emerson,-1.1,1000,Joe Biden,41
Emerson,-1.1,1000,Donald Trump,41
Leger,0,883,Joe Biden,42
Leger,0,883,Donald Trump,43
Leger,0,883,Joe Biden,37
Leger,0,883,Donald Trump,39
Leger,0,883,Robert F. Kennedy,9
Leger,0,883,Jill Stein,2
Leger,0,883,Cornel West,2
Morning Consult,-0.3,4000,Joe Biden,43
Morning Consult,-0.3,4000,Donald Trump,44
Morning Consult,-0.3,4000,Joe Biden,43
Morning Consult,-0.3,4000,Donald Trump,44
The Tyson Group,0.1,601,Joe Biden,37
The Tyson Group,0.1,601,Donald Trump,40
The Tyson Group,0.1,601,Robert F. Kennedy,9
The Tyson Group,0.1,601,Cornel West,2
The Tyson Group,0.1,601,Jill Stein,1
The Tyson Group,0.1,601,Joe Biden,44
The Tyson Group,0.1,601,Donald Trump,47
Morning Consult,-0.3,4000,Joe Biden,43
Morning Consult,-0.3,4000,Donald Trump,44
Emerson,-1.1,1100,Joe Biden,49.9
Emerson,-1.1,1100,Donald Trump,50.1
Emerson,-1.1,1100,Joe Biden,38.7
Emerson,-1.1,1100,Donald Trump,43.8
Emerson,-1.1,1100,Robert F. Kennedy,5.9
Emerson,-1.1,1100,Cornel West,1
Emerson,-1.1,1100,Jill Stein,0.9
McLaughlin,1.6,1000,Joe Biden,44
McLaughlin,1.6,1000,Donald Trump,46
McLaughlin,1.6,1000,Joe Biden,38
McLaughlin,1.6,1000,Donald Trump,42
McLaughlin,1.6,1000,Robert F. Kennedy,9
McLaughlin,1.6,1000,Jill Stein,2
McLaughlin,1.6,1000,Cornel West,2
McLaughlin,1.6,1000,Lars Mapstead,1
Marist,-0.9,1122,Joe Biden,50
Marist,-0.9,1122,Donald Trump,48
Marist,-0.9,1122,Joe Biden,40
Marist,-0.9,1122,Donald Trump,44
Marist,-0.9,1122,Robert F. Kennedy,8
Marist,-0.9,1122,Cornel West,2
Marist,-0.9,1122,Jill Stein,3
Morning Consult,-0.3,4000,Joe Biden,43
Morning Consult,-0.3,4000,Donald Trump,44
Morning Consult,-0.3,4000,Joe Biden,43
Morning Consult,-0.3,4000,Donald Trump,44
Mitchell,-0.2,697,Joe Biden,47
Mitchell,-0.2,697,Donald Trump,49
Mitchell,-0.2,697,Joe Biden,45
Mitchell,-0.2,697,Donald Trump,46
Mitchell,-0.2,697,Robert F. Kennedy,5
Mitchell,-0.2,697,Jill Stein,1
Mitchell,-0.2,697,Cornel West,1
YouGov,-1.1,1560,Joe Biden,40
YouGov,-1.1,1560,Donald Trump,41
YouGov,-1.1,1560,Robert F. Kennedy,5
YouGov,-1.1,1560,Cornel West,1
YouGov,-1.1,1560,Jill Stein,1
Morning Consult,-0.3,4000,Joe Biden,43
Morning Consult,-0.3,4000,Donald Trump,45
P2 Insights,0.1,650,Joe Biden,38
P2 Insights,0.1,650,Donald Trump,41
P2 Insights,0.1,650,Robert F. Kennedy,9
P2 Insights,0.1,650,Joe Biden,39
P2 Insights,0.1,650,Donald Trump,43
P2 Insights,0.1,650,Robert F. Kennedy,7
P2 Insights,0.1,650,Joe Biden,37
P2 Insights,0.1,650,Donald Trump,45
P2 Insights,0.1,650,Robert F. Kennedy,7
P2 Insights,0.1,650,Joe Biden,40
P2 Insights,0.1,650,Donald Trump,41
P2 Insights,0.1,650,Robert F. Kennedy,9
P2 Insights,0.1,650,Joe Biden,42
P2 Insights,0.1,650,Donald Trump,44
P2 Insights,0.1,650,Robert F. Kennedy,7
Roanoke College,-0.4,711,Joe Biden,42
Roanoke College,-0.4,711,Donald Trump,42
Roanoke College,-0.4,711,Joe Biden,40
Roanoke College,-0.4,711,Donald Trump,38
Roanoke College,-0.4,711,Robert F. Kennedy,8
Roanoke College,-0.4,711,Jill Stein,3
Morning Consult,-0.3,4000,Joe Biden,43
Morning Consult,-0.3,4000,Donald Trump,44
Quinnipiac,-0.5,1374,Joe Biden,48
Quinnipiac,-0.5,1374,Donald Trump,47
Quinnipiac,-0.5,1374,Joe Biden,41
Quinnipiac,-0.5,1374,Donald Trump,38
Quinnipiac,-0.5,1374,Robert F. Kennedy,14
Quinnipiac,-0.5,1374,Cornel West,2
Quinnipiac,-0.5,1374,Jill Stein,2
U. New Hampshire,-0.3,526,Joe Biden,55
U. New Hampshire,-0.3,526,Donald Trump,26
U. New Hampshire,-0.3,526,Robert F. Kennedy,10
U. New Hampshire,-0.3,526,Jill Stein,2
U. New Hampshire,-0.3,526,Cornel West,1
U. New Hampshire,-0.3,526,Joe Biden,68
U. New Hampshire,-0.3,526,Donald Trump,32
U. New Hampshire,-0.3,538,Joe Biden,52
U. New Hampshire,-0.3,538,Donald Trump,33
U. New Hampshire,-0.3,538,Robert F. Kennedy,6
U. New Hampshire,-0.3,538,Jill Stein,0
U. New Hampshire,-0.3,538,Cornel West,1
U. New Hampshire,-0.3,538,Joe Biden,60
U. New Hampshire,-0.3,538,Donald Trump,40
U. New Hampshire,-0.3,1140,Joe Biden,44
U. New Hampshire,-0.3,1140,Donald Trump,41
U. New Hampshire,-0.3,1140,Robert F. Kennedy,3
U. New Hampshire,-0.3,1140,Jill Stein,2
U. New Hampshire,-0.3,1140,Cornel West,1
U. New Hampshire,-0.3,1140,Joe Biden,52
U. New Hampshire,-0.3,1140,Donald Trump,48
Praecones Analytica,0,862,Joe Biden,36.5
Praecones Analytica,0,862,Donald Trump,36.6
Praecones Analytica,0,862,Robert F. Kennedy,14.6
Morning Consult,-0.3,10172,Joe Biden,43
Morning Consult,-0.3,10172,Donald Trump,44
KAConsulting LLC,-0.1,600,Joe Biden,44
KAConsulting LLC,-0.1,600,Donald Trump,45
KAConsulting LLC,-0.1,600,Joe Biden,41
KAConsulting LLC,-0.1,600,Donald Trump,42
KAConsulting LLC,-0.1,600,Robert F. Kennedy,7
KAConsulting LLC,-0.1,600,Cornel West,2
KAConsulting LLC,-0.1,600,Lars Mapstead,1
KAConsulting LLC,-0.1,600,Jill Stein,1
KAConsulting LLC,-0.1,600,Joe Biden,44
KAConsulting LLC,-0.1,600,Donald Trump,44
KAConsulting LLC,-0.1,600,Joe Biden,39
KAConsulting LLC,-0.1,600,Donald Trump,41
KAConsulting LLC,-0.1,600,Robert F. Kennedy,9
KAConsulting LLC,-0.1,600,Cornel West,1
KAConsulting LLC,-0.1,600,Lars Mapstead,1
KAConsulting LLC,-0.1,600,Jill Stein,3
KAConsulting LLC,-0.1,600,Joe Biden,45
KAConsulting LLC,-0.1,600,Donald Trump,45
KAConsulting LLC,-0.1,600,Joe Biden,42
KAConsulting LLC,-0.1,600,Donald Trump,42
KAConsulting LLC,-0.1,600,Robert F. Kennedy,7
KAConsulting LLC,-0.1,600,Cornel West,1
KAConsulting LLC,-0.1,600,Lars Mapstead,1
KAConsulting LLC,-0.1,600,Jill Stein,2
Morning Consult,-0.3,4000,Joe Biden,43
Morning Consult,-0.3,4000,Donald Trump,44
Change Research,0.6,835,Joe Biden,43
Change Research,0.6,835,Donald Trump,45
Change Research,0.6,835,Joe Biden,38
Change Research,0.6,835,Donald Trump,41
Change Research,0.6,835,Robert F. Kennedy,11
Morning Consult,-0.3,4000,Joe Biden,43
Morning Consult,-0.3,4000,Donald Trump,44
PPP,0,615,Joe Biden,55
PPP,0,615,Donald Trump,39
HarrisX/Harris Poll,-0.1,1660,Joe Biden,47
HarrisX/Harris Poll,-0.1,1660,Donald Trump,53
HarrisX/Harris Poll,-0.1,1660,Joe Biden,40
HarrisX/Harris Poll,-0.1,1660,Donald Trump,45
HarrisX/Harris Poll,-0.1,1660,Robert F. Kennedy,14
HarrisX/Harris Poll,-0.1,1660,Joe Biden,36
HarrisX/Harris Poll,-0.1,1660,Donald Trump,44
HarrisX/Harris Poll,-0.1,1660,Robert F. Kennedy,12
HarrisX/Harris Poll,-0.1,1660,Cornel West,1
HarrisX/Harris Poll,-0.1,1660,Jill Stein,1
Morning Consult,-0.3,4000,Joe Biden,43
Morning Consult,-0.3,4000,Donald Trump,44
Cygnal,-1.1,1500,Joe Biden,45
Cygnal,-1.1,1500,Donald Trump,45.8
Cygnal,-1.1,1500,Joe Biden,37.7
Cygnal,-1.1,1500,Donald Trump,40.8
Cygnal,-1.1,1500,Robert F. Kennedy,8.8
Cygnal,-1.1,1500,Jill Stein,2.4
Cygnal,-1.1,1500,Cornel West,2.3
Echelon Insights,-0.8,1023,Joe Biden,46
Echelon Insights,-0.8,1023,Donald Trump,49
Echelon Insights,-0.8,1023,Joe Biden,38
Echelon Insights,-0.8,1023,Donald Trump,43
Echelon Insights,-0.8,1023,Robert F. Kennedy,9
Echelon Insights,-0.8,1023,Jill Stein,3
Echelon Insights,-0.8,1023,Cornel West,1
Elway,-0.2,403,Joe Biden,42
Elway,-0.2,403,Donald Trump,34
YouGov,-1.1,1181,Joe Biden,45
YouGov,-1.1,1181,Donald Trump,54
YouGov,-1.1,1174,Joe Biden,36
YouGov,-1.1,1174,Donald Trump,49
YouGov,-1.1,1174,Jill Stein,3
YouGov,-1.1,1193,Joe Biden,47
YouGov,-1.1,1193,Donald Trump,52
YouGov,-1.1,1192,Joe Biden,40
YouGov,-1.1,1192,Donald Trump,44
YouGov,-1.1,1192,Jill Stein,5
Morning Consult,-0.3,4000,Joe Biden,43
Morning Consult,-0.3,4000,Donald Trump,44
Siena,-0.8,1191,Joe Biden,47
Siena,-0.8,1191,Donald Trump,38
McLaughlin,1.6,1000,Joe Biden,43
McLaughlin,1.6,1000,Donald Trump,47
McLaughlin,1.6,1000,Kamala Harris,41
McLaughlin,1.6,1000,Donald Trump,48
McLaughlin,1.6,1000,Joe Biden,36
McLaughlin,1.6,1000,Donald Trump,38
McLaughlin,1.6,1000,Robert F. Kennedy,11
McLaughlin,1.6,1000,Cornel West,3
McLaughlin,1.6,1000,Jill Stein,2
McLaughlin,1.6,1000,Lars Mapstead,1
Marquette Law School,-1.1,902,Joe Biden,50
Marquette Law School,-1.1,902,Donald Trump,50
Marquette Law School,-1.1,684,Joe Biden,49
Marquette Law School,-1.1,684,Donald Trump,51
Marquette Law School,-1.1,902,Joe Biden,37
Marquette Law School,-1.1,902,Donald Trump,40
Marquette Law School,-1.1,902,Robert F. Kennedy,17
Marquette Law School,-1.1,902,Jill Stein,3
Marquette Law School,-1.1,902,Cornel West,3
Marquette Law School,-1.1,684,Joe Biden,41
Marquette Law School,-1.1,684,Donald Trump,44
Marquette Law School,-1.1,684,Robert F. Kennedy,11
Marquette Law School,-1.1,684,Jill Stein,2
Marquette Law School,-1.1,684,Cornel West,2
YouGov,-1.1,1586,Joe Biden,41
YouGov,-1.1,1586,Donald Trump,42
YouGov,-1.1,1586,Robert F. Kennedy,3
YouGov,-1.1,1586,Cornel West,1
YouGov,-1.1,1586,Jill Stein,1
Morning Consult,-0.3,4000,Joe Biden,43
Morning Consult,-0.3,4000,Donald Trump,44
McLaughlin,1.6,2000,Joe Biden,44.9
McLaughlin,1.6,2000,Donald Trump,45.5
McLaughlin,1.6,1721,Joe Biden,47
McLaughlin,1.6,1721,Donald Trump,46.8
McLaughlin,1.6,2000,Joe Biden,37.6
McLaughlin,1.6,2000,Donald Trump,39.3
McLaughlin,1.6,2000,Robert F. Kennedy,8.9
McLaughlin,1.6,2000,Cornel West,1.9
McLaughlin,1.6,2000,Jill Stein,1.4
McLaughlin,1.6,2000,Lars Mapstead,0.6
McLaughlin,1.6,1721,Joe Biden,40.2
McLaughlin,1.6,1721,Donald Trump,41.3
McLaughlin,1.6,1721,Robert F. Kennedy,8
McLaughlin,1.6,1721,Cornel West,1.8
McLaughlin,1.6,1721,Jill Stein,1.4
McLaughlin,1.6,1721,Lars Mapstead,0.7
Ipsos,-0.9,3208,Joe Biden,46
Ipsos,-0.9,3208,Donald Trump,46
Ipsos,-0.9,3208,Joe Biden,38
Ipsos,-0.9,3208,Donald Trump,38
